index,model_name,model_A,model_B,P({a} > {b}),P({a} == {b}),P({b} > {a}),left,within,right
574,lstm,4500,6000,0.0,0.99998,2e-05,0.0,0.99998,2e-05
575,lstm,4500,6500,0.0,1.0,0.0,0.0,1.0,0.0
576,lstm,4500,7000,0.0,1.0,0.0,0.0,1.0,0.0
577,lstm,4500,7500,0.0,1.0,0.0,0.0,1.0,0.0
578,lstm,4500,8000,0.0,1.0,0.0,0.0,1.0,0.0
579,lstm,5000,5500,0.0,1.0,0.0,0.0,1.0,0.0
580,lstm,5000,6000,0.0,1.0,0.0,0.0,1.0,0.0
581,lstm,5000,6500,0.00012,0.99988,0.0,0.00012,0.99988,0.0
582,lstm,5000,7000,0.0,0.99992,8e-05,0.0,0.99992,8e-05
583,lstm,5000,7500,8e-05,0.99992,0.0,8e-05,0.99992,0.0
584,lstm,5000,8000,0.0,1.0,0.0,0.0,1.0,0.0
585,lstm,5500,6000,0.0,1.0,0.0,0.0,1.0,0.0
586,lstm,5500,6500,0.00022,0.99978,0.0,0.00022,0.99978,0.0
587,lstm,5500,7000,0.0,1.0,0.0,0.0,1.0,0.0
588,lstm,5500,7500,0.0005,0.9995,0.0,0.0005,0.9995,0.0
589,lstm,5500,8000,0.0,1.0,0.0,0.0,1.0,0.0
590,lstm,6000,6500,0.00092,0.99908,0.0,0.00092,0.99908,0.0
591,lstm,6000,7000,0.0,1.0,0.0,0.0,1.0,0.0
592,lstm,6000,7500,0.00016,0.99984,0.0,0.00016,0.99984,0.0
593,lstm,6000,8000,0.0,1.0,0.0,0.0,1.0,0.0
594,lstm,6500,7000,0.0,0.99988,0.00012,0.0,0.99988,0.00012
595,lstm,6500,7500,0.00026,0.99974,0.0,0.00026,0.99974,0.0
596,lstm,6500,8000,0.0,1.0,0.0,0.0,1.0,0.0
597,lstm,7000,7500,0.00034,0.99966,0.0,0.00034,0.99966,0.0
598,lstm,7000,8000,0.0,1.0,0.0,0.0,1.0,0.0
599,lstm,7500,8000,0.0,0.99996,4e-05,0.0,0.99996,4e-05
600,gru,500,1000,0.0,0.83538,0.16462,0.0,0.83538,0.16462
601,gru,500,1500,0.0,0.29966,0.70034,0.0,0.29966,0.70034
602,gru,500,2000,0.0,0.02112,0.97888,0.0,0.02112,0.97888
603,gru,500,2500,0.0,0.00084,0.99916,0.0,0.00084,0.99916
604,gru,500,3000,0.0,0.01652,0.98348,0.0,0.01652,0.98348
605,gru,500,3500,0.0,0.00028,0.99972,0.0,0.00028,0.99972
606,gru,500,4000,0.0,4e-05,0.99996,0.0,4e-05,0.99996
607,gru,500,4500,0.0,0.0009,0.9991,0.0,0.0009,0.9991
608,gru,500,5000,0.0,0.00028,0.99972,0.0,0.00028,0.99972
609,gru,500,5500,0.0,0.00026,0.99974,0.0,0.00026,0.99974
610,gru,500,6000,0.0,0.0004,0.9996,0.0,0.0004,0.9996
611,gru,500,6500,0.0,0.00022,0.99978,0.0,0.00022,0.99978
612,gru,500,7000,0.0,0.0,1.0,0.0,0.0,1.0
613,gru,500,7500,0.0,0.0009,0.9991,0.0,0.0009,0.9991
614,gru,500,8000,0.0,0.0,1.0,0.0,0.0,1.0
615,gru,1000,1500,0.0,0.9816,0.0184,0.0,0.9816,0.0184
616,gru,1000,2000,0.0,0.94754,0.05246,0.0,0.94754,0.05246
617,gru,1000,2500,0.0,0.18322,0.81678,0.0,0.18322,0.81678
618,gru,1000,3000,0.0,0.66442,0.33558,0.0,0.66442,0.33558
619,gru,1000,3500,0.0,0.0402,0.9598,0.0,0.0402,0.9598
